name,date,startTime,endTime,venueId
Travieso,6/16/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,6/16/2024,14:30,17:30,4
A Day In Paradise Boat Trip,6/16/2024,12:00,17:00,5
Amnesia Presents Opening Party,6/17/2024,23:00,,8
Purple Disco Machine,6/17/2024,23:59,6:00,9
David Guetta presents F*** ME I'M FAMOUS!,6/17/2024,17:00,23:00,13
Worried About Henry Opening Party,6/17/2024,23:59,,2
Radio 1 Dance X Pool Party,6/17/2024,14:00,21:00,6
D4 D4NCE,6/17/2024,13:00,22:00,11
La Troya,6/17/2024,23:45,,3
You Know The Vibes,6/17/2024,23:45,6:00,7
Opening Nasty Beats,6/17/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,6/17/2024,14:30,17:30,4
The Martinez Brothers Opening Party,6/18/2024,23:30,7:00,12
CAMELPHAT,6/18/2024,23:59,6:00,9
Defected,6/18/2024,15:00,23:00,13
Outset Ibiza,6/18/2024,23:59,,2
Ibiza Rocks Pool Party,6/18/2024,14:00,21:00,6
Kisstory,6/18/2024,13:00,22:00,11
PIV Ibiza,6/18/2024,19:00,5:30,18
Bubbles,6/18/2024,23:45,6:00,7
Blanche Ibiza,6/18/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,6/18/2024,14:30,17:30,4
Pukka Up Sunset Boat Party,6/18/2024,18:00,21:00,5
Trick,6/19/2024,23:30,7:00,12
Paradise Opening Party,6/19/2024,21:00,6:00,8
Saga,6/19/2024,23:59,6:00,9
Tomorrowland presents Dimitri Vegas & Like Mike,6/19/2024,17:00,23:00,13
One Night Stand | Roots X Dias de Campo,6/19/2024,23:59,,2
Misfits Pool Party,6/19/2024,14:00,21:00,6
House In Paradise,6/19/2024,13:00,22:00,11
Fuego,6/19/2024,23:45,6:00,7
Toy Room,6/19/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,6/19/2024,14:30,17:30,4
ZAMNA Ibiza,6/20/2024,23:00,,12
Bresh,6/20/2024,23:59,,8
Pure Pacha,6/20/2024,23:59,6:00,9
Martin Garrix Opening Party,6/20/2024,17:00,23:00,13
One More Time Ibiza | Tall Paul,6/20/2024,23:59,,2
Applebum Pool Party,6/20/2024,14:00,21:00,6
ON111,6/20/2024,13:00,22:00,11
BOHO Ibiza,6/20/2024,23:45,,3
Cosmic Pineapple,6/20/2024,19:00,5:00,18
Music On,6/20/2024,17:00,23:00,14
House of Zeus,6/20/2024,23:45,6:00,7
Bâzâr by Sasson,6/20/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,6/20/2024,14:30,17:30,4
Pukka Up Sunset Boat Party,6/20/2024,18:00,21:00,5
David Guetta & MORTEN present Future Rave,6/21/2024,23:30,7:00,12
Mathame present NEO,6/21/2024,23:00,,8
Music On,6/21/2024,23:59,7:00,9
Calvin Harris,6/21/2024,17:00,23:00,13
Space at Eden,6/21/2024,23:59,,2
Ibiza Anthems Pool Party,6/21/2024,14:00,21:00,6
Pool Party | Cinomatic,6/21/2024,13:00,22:00,11
Pablo Fierro presents We're Here,6/21/2024,23:45,,3
Storytellers,6/21/2024,19:00,5:30,18
Puro Reggaeton,6/21/2024,23:45,6:00,7
RUMORS,6/21/2024,18:00,,15
Vintage,6/21/2024,23:59,5:00,17
Children of the 80s,6/21/2024,19:00,23:59,19
Oceanbeat Ibiza Boat Party,6/21/2024,14:30,17:30,4
A Day In Paradise Boat Trip,6/21/2024,12:00,17:00,5
Black Coffee,6/22/2024,23:30,7:00,12
elrow Ibiza | El Bowsque Encantado,6/22/2024,23:00,,8
Flower Power,6/22/2024,23:59,6:00,9
ANTS,6/22/2024,15:00,23:00,13
Peaches,6/22/2024,23:59,,2
LoveJuice Pool Party,6/22/2024,14:00,21:00,6
Soul Heaven,6/22/2024,13:00,22:00,11
TRIP,6/22/2024,23:45,,3
GOZO,6/22/2024,19:00,5:30,18
Fiesta del Agua,6/22/2024,23:45,6:00,7
Pandora,6/22/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,6/22/2024,14:30,17:30,4
Pukka Up Afternoon Boat Party,6/22/2024,14:00,17:00,5
Glitterbox,6/23/2024,23:30,7:00,12
Pyramid,6/23/2024,23:00,,8
Solomun +1 Opening Party,6/23/2024,23:59,6:00,9
ABODE,6/23/2024,23:59,,2
Ben Hemsley Pool Party,6/23/2024,14:00,21:00,6
KISS Dance Live,6/23/2024,13:00,22:00,11
Franky Wah presents SHÈN Ibiza,6/23/2024,23:45,6:00,3
Nido,6/23/2024,23:00,,1
Woomoon,6/23/2024,18:00,6:00,18
Dance Africa,6/23/2024,23:45,6:00,7
Palmarama,6/23/2024,18:00,,15
Travieso,6/23/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,6/23/2024,14:30,17:30,4
A Day In Paradise Boat Trip,6/23/2024,12:00,17:00,5
Eric Prydz presents [CELL] Opening Party,6/24/2024,23:30,7:00,12
Amnesia Presents,6/24/2024,23:00,,8
Diplo,6/24/2024,23:59,6:00,9
David Guetta presents F*** ME I'M FAMOUS!,6/24/2024,17:00,23:00,13
Worried About Henry,6/24/2024,23:59,,2
Radio 1 Dance X Pool Party,6/24/2024,14:00,21:00,6
D4 D4NCE,6/24/2024,13:00,22:00,11
La Troya,6/24/2024,23:45,,3
You Know The Vibes,6/24/2024,23:45,6:00,7
Nasty Beats,6/24/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,6/24/2024,14:30,17:30,4
The Martinez Brothers,6/25/2024,23:30,7:00,12
The Masquerade by Claptone Opening Party,6/25/2024,23:00,,8
CAMELPHAT,6/25/2024,23:59,6:00,9
Defected,6/25/2024,15:00,23:00,13
Outset Ibiza | Slither,6/25/2024,23:59,,2
Ibiza Rocks Pool Party,6/25/2024,14:00,21:00,6
Kisstory,6/25/2024,13:00,22:00,11
Do Not Sleep,6/25/2024,19:00,5:00,18
Bubbles,6/25/2024,23:45,6:00,7
Blanche Ibiza,6/25/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,6/25/2024,14:30,17:30,4
Pukka Up Sunset Boat Party,6/25/2024,18:00,21:00,5
Trick,6/26/2024,23:30,7:00,12
Paradise,6/26/2024,22:30,6:00,8
Saga,6/26/2024,23:59,6:00,9
Tomorrowland presents Dimitri Vegas & Like Mike,6/26/2024,17:00,23:00,13
One Night Stand | S.A.S.H. X Half Baked,6/26/2024,23:59,,2
Ibiza Rocks presents Next Gen Pool Party,6/26/2024,14:00,21:00,6
House In Paradise,6/26/2024,13:00,22:00,11
Fuego,6/26/2024,23:45,6:00,7
Toy Room,6/26/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,6/26/2024,14:30,17:30,4
Tale Of Us present Afterlife Opening Party,6/27/2024,23:30,7:00,12
Bresh,6/27/2024,23:59,,8
Pure Pacha,6/27/2024,23:59,6:00,9
Martin Garrix,6/27/2024,17:00,23:00,13
One More Time Ibiza | Dave Pearce,6/27/2024,23:59,,2
Applebum Pool Party,6/27/2024,14:00,21:00,6
ON111,6/27/2024,13:00,22:00,11
House of Zeus,6/27/2024,23:45,6:00,7
Bâzâr by Sasson,6/27/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,6/27/2024,14:30,17:30,4
Pukka Up Sunset Boat Party,6/27/2024,18:00,21:00,5
David Guetta & MORTEN present Future Rave,6/28/2024,23:30,7:00,12
Mathame present NEO,6/28/2024,23:00,,8
Music On,6/28/2024,23:59,7:00,9
Calvin Harris,6/28/2024,17:00,23:00,13
Space at Eden,6/28/2024,23:59,,2
Ibiza Anthems Pool Party,6/28/2024,14:00,21:00,6
Pool Party | Cinomatic,6/28/2024,13:00,22:00,11
Pablo Fierro presents We're Here,6/28/2024,23:45,,3
Storytellers,6/28/2024,19:00,5:30,18
Puro Reggaeton,6/28/2024,23:45,6:00,7
RUMORS,6/28/2024,18:00,,15
Vintage,6/28/2024,23:59,5:00,17
Children of the 80s,6/28/2024,19:00,23:59,19
Oceanbeat Ibiza Boat Party,6/28/2024,14:30,17:30,4
A Day In Paradise Boat Trip,6/28/2024,12:00,17:00,5
Black Coffee,6/29/2024,23:30,7:00,12
elrow Ibiza | Rowlympic Games,6/29/2024,23:00,,8
Flower Power,6/29/2024,23:59,6:00,9
ANTS,6/29/2024,15:00,23:00,13
Peaches,6/29/2024,23:59,,2
LoveJuice Pool Party,6/29/2024,14:00,21:00,6
Soul Heaven,6/29/2024,13:00,22:00,11
TRIP,6/29/2024,23:45,,3
Sacro by Mëstiza,6/29/2024,19:00,5:30,18
Fiesta del Agua,6/29/2024,23:45,6:00,7
Pandora,6/29/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,6/29/2024,14:30,17:30,4
Pukka Up Afternoon Boat Party,6/29/2024,14:00,17:00,5
Glitterbox,6/30/2024,23:30,7:00,12
Pyramid,6/30/2024,23:00,,8
Solomun +1,6/30/2024,23:59,6:00,9
ABODE,6/30/2024,23:59,,2
Ben Hemsley Pool Party,6/30/2024,14:00,21:00,6
Ibiza Spray,6/30/2024,13:00,22:00,11
Franky Wah presents SHÈN Ibiza,6/30/2024,23:45,6:00,3
Nido,6/30/2024,23:00,,1
Woomoon,6/30/2024,18:00,6:00,18
Dance Africa,6/30/2024,23:45,6:00,7
Palmarama,6/30/2024,18:00,,15
Travieso,6/30/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,6/30/2024,14:30,17:30,4
A Day In Paradise Boat Trip,6/30/2024,12:00,17:00,5
Eric Prydz presents [CELL],7/1/2024,23:30,7:00,12
Amnesia Presents,7/1/2024,23:00,,8
Anitta,7/1/2024,23:59,6:00,9
David Guetta presents F*** ME I'M FAMOUS!,7/1/2024,17:00,23:00,13
Worried About Henry,7/1/2024,23:59,,2
Radio 1 Dance X Pool Party,7/1/2024,14:00,21:00,6
D4 D4NCE,7/1/2024,13:00,23:00,11
La Troya,7/1/2024,23:45,,3
You Know The Vibes,7/1/2024,23:45,6:00,7
Nasty Beats,7/1/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,7/1/2024,14:30,17:30,4
The Martinez Brothers,7/2/2024,23:30,7:00,12
The Masquerade by Claptone,7/2/2024,23:00,,8
CAMELPHAT,7/2/2024,23:59,6:00,9
Defected,7/2/2024,15:00,23:00,13
Outset Ibiza,7/2/2024,23:59,,2
Ibiza Rocks Pool Party,7/2/2024,14:00,21:00,6
Kisstory,7/2/2024,13:00,23:00,11
PIV Ibiza,7/2/2024,19:00,5:30,18
Bubbles,7/2/2024,23:45,6:00,7
Blanche Ibiza,7/2/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,7/2/2024,14:30,17:30,4
Pukka Up Sunset Boat Party,7/2/2024,18:00,21:00,5
Trick,7/3/2024,23:30,7:00,12
Paradise,7/3/2024,22:30,6:00,8
Saga,7/3/2024,23:59,6:00,9
Tomorrowland presents Dimitri Vegas & Like Mike,7/3/2024,17:00,23:00,13
One Night Stand presents Animal Crossing,7/3/2024,23:59,,2
Joel Corry Opening Party,7/3/2024,14:00,21:00,6
House In Paradise,7/3/2024,13:00,23:00,11
Fuego,7/3/2024,23:45,6:00,7
Toy Room,7/3/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,7/3/2024,14:30,17:30,4
Tale Of Us present Afterlife,7/4/2024,23:30,7:00,12
Bresh,7/4/2024,23:59,,8
Pure Pacha,7/4/2024,23:59,6:00,9
Martin Garrix,7/4/2024,17:00,23:00,13
SHINE Ibiza Opening Party,7/4/2024,23:59,,2
Applebum Pool Party,7/4/2024,14:00,21:00,6
ON111,7/4/2024,13:00,23:00,11
BOHO Ibiza,7/4/2024,23:45,,3
Sven Väth presents Catharsis,7/4/2024,19:00,5:00,1
Cosmic Pineapple,7/4/2024,19:00,5:00,18
Music On,7/4/2024,17:00,23:00,14
House of Zeus,7/4/2024,23:45,6:00,7
Bâzâr by Sasson,7/4/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,7/4/2024,14:30,17:30,4
Pukka Up Sunset Boat Party,7/4/2024,18:00,21:00,5
David Guetta & MORTEN present Future Rave,7/5/2024,23:30,7:00,12
Mathame present NEO,7/5/2024,23:00,,8
Music On,7/5/2024,23:59,7:00,9
Calvin Harris,7/5/2024,17:00,23:00,13
Space at Eden,7/5/2024,23:59,,2
Ibiza Anthems Pool Party,7/5/2024,14:00,21:00,6
Pool Party | Cinomatic,7/5/2024,13:00,23:00,11
Pablo Fierro presents We're Here,7/5/2024,23:45,,3
Storytellers,7/5/2024,19:00,5:30,18
Puro Reggaeton,7/5/2024,23:45,6:00,7
RUMORS,7/5/2024,18:00,,15
Vintage,7/5/2024,23:59,5:00,17
Children of the 80s,7/5/2024,19:00,23:59,19
Oceanbeat Ibiza Boat Party,7/5/2024,14:30,17:30,4
A Day In Paradise Boat Trip,7/5/2024,12:00,17:00,5
Black Coffee,7/6/2024,23:30,7:00,12
elrow Ibiza | Nowmads New World,7/6/2024,23:00,,8
Flower Power,7/6/2024,23:59,6:00,9
ANTS,7/6/2024,15:00,23:00,13
Peaches,7/6/2024,23:59,,2
LoveJuice Pool Party,7/6/2024,14:00,21:00,6
Soul Heaven,7/6/2024,13:00,23:00,11
TRIP,7/6/2024,23:45,,3
Fabuloso,7/6/2024,19:00,5:30,18
Fiesta del Agua,7/6/2024,23:45,6:00,7
Pandora,7/6/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,7/6/2024,14:30,17:30,4
Pukka Up Afternoon Boat Party,7/6/2024,14:00,17:00,5
Glitterbox,7/7/2024,23:30,7:00,12
Pyramid,7/7/2024,23:00,,8
Solomun +1,7/7/2024,23:59,6:00,9
ABODE,7/7/2024,23:59,,2
Ben Hemsley Pool Party,7/7/2024,14:00,21:00,6
SIN Sundays,7/7/2024,13:00,23:00,11
Franky Wah presents SHÈN Ibiza,7/7/2024,23:45,6:00,3
Woomoon,7/7/2024,19:00,6:00,18
Dance Africa,7/7/2024,23:45,6:00,7
Palmarama,7/7/2024,18:00,,15
Oceanbeat Ibiza Boat Party,7/7/2024,14:30,17:30,4
A Day In Paradise Boat Trip,7/7/2024,12:00,17:00,5
Eric Prydz presents [CELL],7/8/2024,23:30,7:00,12
Amnesia Presents,7/8/2024,23:00,,8
Anitta,7/8/2024,23:59,6:00,9
David Guetta presents F*** ME I'M FAMOUS!,7/8/2024,17:00,23:00,13
Worried About Henry,7/8/2024,23:59,,2
Radio 1 Dance X Pool Party,7/8/2024,14:00,21:00,6
D4 D4NCE,7/8/2024,13:00,23:00,11
La Troya,7/8/2024,23:45,,3
You Know The Vibes,7/8/2024,23:45,6:00,7
Nasty Beats,7/8/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,7/8/2024,14:30,17:30,4
The Martinez Brothers,7/9/2024,23:30,7:00,12
The Masquerade by Claptone,7/9/2024,23:00,,8
CAMELPHAT,7/9/2024,23:59,6:00,9
Defected,7/9/2024,15:00,23:00,13
Outset Ibiza,7/9/2024,23:59,,2
Ibiza Rocks Pool Party,7/9/2024,14:00,21:00,6
Kisstory,7/9/2024,13:00,23:00,11
Do Not Sleep,7/9/2024,19:00,5:00,18
Bubbles,7/9/2024,23:45,6:00,7
Blanche Ibiza,7/9/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,7/9/2024,14:30,17:30,4
Pukka Up Sunset Boat Party,7/9/2024,18:00,21:00,5
Trick,7/10/2024,23:30,7:00,12
Paradise,7/10/2024,22:30,6:00,8
Saga,7/10/2024,23:59,6:00,9
Tomorrowland presents Dimitri Vegas & Like Mike,7/10/2024,17:00,23:00,13
One Night Stand,7/10/2024,23:59,,2
Joel Corry Pool Party,7/10/2024,14:00,21:00,6
House In Paradise,7/10/2024,13:00,23:00,11
Fuego,7/10/2024,23:45,6:00,7
Toy Room,7/10/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,7/10/2024,14:30,17:30,4
Tale Of Us present Afterlife,7/11/2024,23:30,7:00,12
Bresh,7/11/2024,23:59,,8
Pure Pacha,7/11/2024,23:59,6:00,9
Martin Garrix,7/11/2024,17:00,23:00,13
SHINE Ibiza,7/11/2024,23:59,,2
D-Block Europe present DBE Festival,7/11/2024,14:00,21:00,6
ON111,7/11/2024,13:00,23:00,11
FRANCIS MERCIER PRESENTS: DEEP ROOT TRIBE,7/11/2024,19:00,5:30,18
Music On,7/11/2024,17:00,23:00,14
House of Zeus,7/11/2024,23:45,6:00,7
Bâzâr by Sasson,7/11/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,7/11/2024,14:30,17:30,4
Pukka Up Sunset Boat Party,7/11/2024,18:00,21:00,5
David Guetta & MORTEN present Future Rave,7/12/2024,23:30,7:00,12
Music On,7/12/2024,23:59,7:00,9
Calvin Harris,7/12/2024,17:00,23:00,13
Space at Eden,7/12/2024,23:59,,2
Ibiza Anthems Pool Party,7/12/2024,14:00,21:00,6
Pool Party | Cinomatic,7/12/2024,13:00,23:00,11
Pablo Fierro presents We're Here,7/12/2024,23:45,,3
Storytellers,7/12/2024,19:00,5:30,18
Puro Reggaeton,7/12/2024,23:45,6:00,7
RUMORS,7/12/2024,18:00,,15
Vintage,7/12/2024,23:59,5:00,17
Children of the 80s,7/12/2024,19:00,23:59,19
Oceanbeat Ibiza Boat Party,7/12/2024,14:30,17:30,4
A Day In Paradise Boat Trip,7/12/2024,12:00,17:00,5
Black Coffee,7/13/2024,23:30,7:00,12
elrow Ibiza | Sambowdromo de Brasil,7/13/2024,23:00,,8
Flower Power,7/13/2024,23:59,6:00,9
ANTS,7/13/2024,15:00,23:00,13
Peaches,7/13/2024,23:59,,2
LoveJuice Pool Party,7/13/2024,14:00,21:00,6
Soul Heaven,7/13/2024,13:00,23:00,11
TRIP,7/13/2024,23:45,,3
Sacro by Mëstiza,7/13/2024,19:00,5:30,18
Fiesta del Agua,7/13/2024,23:45,6:00,7
Pandora,7/13/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,7/13/2024,14:30,17:30,4
Pukka Up Afternoon Boat Party,7/13/2024,14:00,17:00,5
Glitterbox,7/14/2024,23:30,7:00,12
Pyramid,7/14/2024,23:00,,8
Solomun +1,7/14/2024,23:59,6:00,9
Dom Dolla,7/14/2024,17:00,23:00,13
ABODE,7/14/2024,23:59,,2
Ben Hemsley Pool Party,7/14/2024,14:00,21:00,6
Boat Club,7/14/2024,13:00,23:00,11
Franky Wah presents SHÈN Ibiza,7/14/2024,23:45,6:00,3
Woomoon,7/14/2024,19:00,6:00,18
Dance Africa,7/14/2024,23:45,6:00,7
Palmarama,7/14/2024,18:00,,15
Travieso,7/14/2024,23:59,5:00,17
Oceanbeat Ibiza Boat Party,7/14/2024,14:30,17:30,4
